Type,Correct,Time
con,True,1.7337331771850586
incon,False,1.799767017364502
incon,True,2.011006116867065
con,True,1.4437549114227295
incon,True,1.3907427787780762
incon,False,1.6235861778259275
incon,True,1.9245929718017576
incon,False,1.0581350326538086
incon,True,2.317310094833374
incon,True,1.69626784324646
incon,True,0.8964669704437256
incon,True,1.854599952697754
incon,False,1.8092749118804927
con,True,1.4753332138061523
incon,False,1.5565330982208252
incon,True,1.0895910263061523
incon,True,1.1609599590301514
incon,True,0.915930986404419
incon,True,1.6125292778015137
incon,True,1.417680740356445
incon,False,1.0086710453033447
con,True,0.8459258079528809
con,True,0.9538419246673584
incon,True,1.7194218635559082
incon,True,1.4236619472503662
con,True,0.8636200428009033
con,True,0.8516058921813965
incon,False,0.9582841396331788
con,True,1.640105962753296
incon,True,1.2554659843444824
con,True,0.5238111019134521
incon,True,1.2434508800506592
con,True,0.6942431926727295
incon,True,2.356760740280152
incon,True,0.4977431297302246
incon,True,1.1690890789031982
incon,True,1.1787109375
incon,True,1.3101108074188232
incon,True,1.567897081375122
incon,True,1.7056832313537598
incon,True,1.1567659378051758
incon,True,0.7094769477844238
incon,True,1.0047616958618164
con,True,1.064314842224121
con,True,0.4999270439147949
incon,True,0.8164839744567871
incon,True,1.0121958255767822
incon,True,1.0795447826385498
con,True,1.2156963348388672
incon,True,1.2426869869232178
con,True,0.6780071258544922
con,True,1.0199589729309082
incon,True,1.255833864212036
incon,True,1.4152188301086426
con,True,0.919625997543335
con,True,0.669672966003418
con,True,0.6108641624450684
incon,True,1.3458948135375977
incon,True,1.4804279804229736
con,True,0.5857951641082764
con,True,0.5230190753936768
con,True,0.9679789543151855
incon,True,1.2110381126403809
incon,True,1.1718378067016602
incon,True,1.2159020900726318
incon,True,1.6546902656555176
incon,True,1.0829551219940186
con,True,1.1897752285003662
incon,True,1.1561636924743652
con,True,0.9056649208068848
incon,True,1.854941129684448
incon,True,1.195531129837036
incon,True,1.045766830444336
incon,True,1.0972771644592283
con,True,1.0169408321380615
incon,True,1.1238229274749756
incon,True,1.883897304534912
con,True,0.6021440029144287
incon,True,1.3717079162597656
incon,True,1.2298171520233154
incon,True,0.9993751049041748
con,True,1.111963987350464
incon,True,1.522691249847412
incon,True,1.6303329467773438
incon,True,1.2495689392089844
incon,True,1.0957248210906982
incon,True,1.3648672103881836
incon,True,0.9349808692932128
incon,True,1.243523120880127
incon,True,0.5023202896118164
con,True,0.7478699684143066
incon,True,0.9608430862426758
con,True,0.7189722061157227
incon,True,1.2813210487365725
incon,True,1.0435609817504885
incon,True,1.0681521892547607
incon,True,0.609403133392334
incon,True,1.1088590621948242
incon,True,0.9974570274353028
con,True,0.8637449741363525
incon,True,0.7667782306671143
incon,True,0.7260909080505371
con,True,1.082759141921997
incon,True,1.2302229404449463
incon,True,1.2298729419708252
incon,True,0.6397149562835693
incon,True,0.5409977436065674
incon,True,1.0515351295471191
incon,True,1.4799680709838867
incon,True,0.8692348003387451
incon,True,0.5386161804199219
con,True,0.7698068618774414
con,True,0.9958341121673584
incon,True,1.3482060432434082
incon,True,0.5166611671447754
con,True,0.7915270328521729
incon,True,0.5001192092895508
incon,True,0.5458240509033203
incon,True,1.4107587337493896
incon,True,1.234471082687378
incon,True,1.4816861152648926
incon,True,1.6410679817199707
incon,True,1.7088909149169922
incon,True,1.0688798427581787
con,True,0.7955129146575928
incon,True,0.9125847816467284
incon,True,1.2850959300994873
incon,True,1.2958040237426758
con,True,1.3056800365447998
con,True,0.8567030429840088
incon,True,0.9844610691070556
incon,True,1.044950008392334
incon,True,0.9820539951324464
con,True,0.9269988536834716
incon,True,0.8673028945922852
incon,True,1.367569923400879
incon,True,1.1849899291992188
incon,True,1.2606849670410156
con,True,1.0364911556243896
incon,True,0.9334509372711182
incon,True,0.6407010555267334
incon,True,0.5818591117858887
con,True,0.6918179988861084
incon,True,2.5834548473358154
con,True,0.993880033493042
incon,True,1.9924538135528564
incon,True,0.6170799732208252
incon,True,0.8865320682525635
incon,True,1.5750603675842283
con,True,0.970700979232788
incon,True,1.41782808303833
incon,True,1.6260790824890137
incon,True,1.507612943649292
con,True,1.6054739952087402
con,True,1.1503112316131592
incon,True,1.6973989009857178
incon,True,1.4776630401611328
incon,True,1.4459271430969238
incon,True,1.156559944152832
incon,True,1.3634538650512695
incon,True,1.0527260303497314
incon,True,1.2224400043487549
incon,True,1.253713846206665
incon,True,1.4894192218780518
incon,True,1.1184899806976318
incon,True,1.2133851051330566
incon,True,0.9951529502868652
con,True,0.8790221214294434
con,True,0.5087690353393555
incon,True,0.9247317314147948
con,True,0.8214714527130127
incon,True,0.6252350807189941
con,True,0.8553621768951416
incon,True,0.796440839767456
incon,True,0.9243268966674804
incon,True,0.5036170482635498
incon,True,0.7078840732574463
con,True,0.9073879718780518
incon,True,1.242279291152954
incon,True,0.8644652366638184
incon,True,1.465419054031372
incon,True,0.8965950012207031
con,True,1.116291046142578
incon,True,0.7745471000671387
incon,True,0.578434944152832
con,True,1.059110164642334
con,True,0.7127089500427246
incon,True,0.773413896560669
incon,True,0.9164910316467284
incon,True,0.9543838500976562
incon,True,0.9397637844085692
incon,True,0.5751481056213379
incon,True,0.9003667831420898
incon,True,1.511268138885498
incon,True,0.7185111045837402
incon,True,0.9708490371704102
incon,True,1.1998159885406494
incon,True,0.9862918853759766
con,True,0.773817777633667
incon,True,1.2887229919433594
incon,True,0.911329746246338
con,True,1.002586841583252
con,True,0.8189539909362793
incon,True,0.9698600769042968
incon,True,1.5464789867401123
incon,True,1.3046159744262695
incon,True,1.0368902683258057
incon,True,1.1497070789337158
incon,True,1.2861628532409668
incon,True,1.2895259857177734
incon,True,0.9253637790679932
incon,True,1.3780739307403564
con,True,1.01625394821167
con,True,0.7357199192047119
con,True,1.265369892120361
con,True,0.785059928894043
con,True,0.6727030277252197
incon,True,1.1973648071289062
con,True,0.5838501453399658
con,True,0.909499168395996
con,True,1.5878057479858398
con,True,0.7867069244384766
incon,True,1.2179698944091797
incon,True,1.586120843887329
incon,True,0.9205949306488036
incon,True,1.2685699462890625
con,True,1.2549717426300049
incon,True,1.0162930488586426
incon,True,1.0884239673614502
incon,True,1.2922837734222412
con,True,0.4984638690948486
incon,True,1.125603199005127
incon,True,1.2676060199737549
con,True,1.0445079803466797
con,True,0.9375576972961426
con,True,0.889315128326416
incon,True,1.3000078201293943
incon,True,1.081604242324829
con,True,1.729802131652832
incon,True,1.0594432353973389
incon,True,0.7994554042816162
incon,True,1.031954050064087
incon,True,1.0159549713134766
con,True,0.7039239406585693
con,True,1.4153721332550049
incon,True,0.6391620635986328
incon,True,0.8343329429626465
incon,True,0.8376381397247314
incon,True,0.8458728790283203
incon,True,1.0731451511383057
incon,True,1.1003799438476562
con,True,0.5249381065368652
incon,True,1.152449131011963
incon,True,1.1045451164245603
con,True,1.0644798278808594
con,True,0.5444221496582031
incon,True,0.9942789077758788
incon,True,0.7295680046081543
incon,True,0.7875399589538574
incon,True,1.194800853729248
incon,True,0.8564670085906982
incon,True,1.0535809993743896
con,True,0.9255471229553224
incon,True,1.3363792896270752
incon,True,1.0694341659545898
incon,True,1.010264873504639
incon,True,1.3046457767486572
con,True,0.9673409461975098
incon,True,1.375520944595337
incon,True,1.386857986450195
incon,False,0.7771439552307129
con,True,3.239889144897461
con,False,0.263171911239624
con,False,0.2307722568511963
incon,True,1.1054561138153076
incon,False,0.9753940105438232
incon,True,1.351896047592163
incon,True,1.5723109245300293
incon,True,1.2737350463867188
incon,True,0.876147985458374
incon,True,1.5342042446136477
con,True,1.1233899593353271
incon,True,1.0140039920806885
con,True,0.8884720802307129
con,True,0.793187141418457
incon,True,1.0399181842803955
incon,True,1.055150270462036
incon,False,0.1767001152038574
incon,False,0.1704988479614257
incon,False,1.3939120769500732
incon,False,0.2535958290100097
incon,True,0.2754230499267578
incon,True,1.554692268371582
incon,False,1.0534179210662842
con,False,0.8807239532470703
con,True,0.8869948387145996
con,True,0.5978660583496094
con,True,1.1161150932312012
